,coef,Number of conf,Crest max - min,QC max - min,smiles,metric_max,metric_mean,max_diff,mean_diff,omega,file,inchi_key,ChEMBL ID,Heavy Atoms,test,notes,_train_id
0,1.0,-0.5741655784922512,0.0043866399999998,0.0050521402120011,O=CCCl,0.9817076989534712,0.6544717993023141,1.2626085562310494,0.5600721980879931,0.0,0.0,QSKPIOLLBIHNAC,,4.0,False,,0.0
1,0.8111002540551104,1.807024861709347,0.0093921600000008,0.0137456880569857,CC(N)(CO)CO,2.323624064293938,0.8944611925736748,3.8438684795161193,1.6340624124833776,0.0,1531.0,UXFQFBNBSPQBJW,,7.0,False,,1.0
2,0.8956043956043955,-0.2837765004188856,0.0047589600000002,0.0076866385049925,NC/C=C/C(=O)O,1.4379786753247856,0.8199618254898192,2.349967367190989,0.9557804500570511,0.0,2766.0,FMKJUUQOYOHLTF,,7.0,False,,2.0
3,1.0,-0.4870488550702415,0.0051958300000016,0.0080408135989955,NCc1ccco1,1.3188348969028283,0.7235803933998497,1.785255658204648,0.7230158163413053,0.0,3438.0,DDRPCXLAQZKBJP,CHEMBL3561633,7.0,True,ChEMBL,
4,0.955844155844156,-0.051465237960193,0.0092183999999981,0.0099053955629528,O=CCCCC=O,1.407706907172212,0.4658546481257254,1.628551107525062,0.5220298483589938,0.0,3485.0,SXRSQZLOMIGNAQ,CHEMBL1235482,7.0,True,ChEMBL,
5,0.4815384615384616,0.0646903932691532,0.0081963700000002,0.011122847556976,CN[C@@H](C)C(=O)O,4.899466105167946,1.2231992607196072,6.203819606076063,4.1663566744323965,1.5337349231654565,4377.0,GDFAOVXKHJXLEI,,7.0,True,random test from PC9,3.0
6,0.7692307692307694,-0.3128154082262221,0.0034719899999977,0.0044380763310414,CCN(CC)N=O,1.0509804950203545,0.4690520304410034,1.196643448773257,0.6442275586498843,0.0690523349380834,5921.0,WBNQDOYYEUMPFS,CHEMBL164290,7.0,True,ChEMBL,
7,0.9818181818181818,-0.3418543160335587,0.0069481799999984,0.0139804570409864,[H]/N=C(/N)N=C(N)N,2.80820436091237,1.3100019019310762,4.503825666189137,2.806013246055926,0.0,5939.0,XNCOSPRUTUOJCJ,,7.0,True,random test from PC9,4.0
8,0.1071428571428571,-0.458009947262905,0.0031032199999998,0.0081617741240052,CC(C)(N)C(=O)O,4.043745199793861,1.230063660991334,5.333721014685498,4.04059004825899,1.832014871476746,6119.0,FUOOLUPWFVMBKG,,7.0,False,,5.0
9,0.9264794906585953,1.2552856133699524,0.0051602399999985,0.0089516948929713,CCCCCC=O,1.7977244718566396,0.4917900252723327,2.841419852035384,1.0450980632796192,0.0538024218828223,6184.0,JARKCYVAAOWBJS,CHEMBL280331,7.0,True,ChEMBL,
10,1.0,-0.5741655784922512,0.0005310099999995,0.0016058569030406,Cc1cc(C)[nH]n1,0.3853335524819101,0.2568890349767845,0.6744771801272886,0.3850328941256739,0.0,6210.0,SDXAWLJRERMRKF,CHEMBL1828957,7.0,True,ChEMBL,
11,0.7999999999999999,-0.5451266706849147,0.0022749999999973,0.004587481521014,CC(=O)C(C)(C)C,0.8909675260257615,0.6245812494806096,1.451105279253194,0.6240939169770339,0.0,6416.0,PJGSXYOJTGTZAV,CHEMBL3183565,7.0,True,ChEMBL,
12,0.912280701754386,-0.1095430535748662,0.0037992399999993,0.0052048768529857,CCC(C)(O)CC,0.9736741505071508,0.4964982276714238,1.5439665728947778,0.6023342204615251,0.2880374282396621,6493.0,FRDAATYAJDYRNW,CHEMBL506184,7.0,True,ChEMBL,
13,0.990909090909091,-0.3418543160335587,0.0038426900000025,0.0074663038760149,C#C[C@@](C)(O)CC,1.6997000463545362,0.6788578579026718,2.2822264948989965,0.6668551435786461,0.0,6494.0,QXLPXWSKPNOQLE,CHEMBL501613,7.0,True,ChEMBL,
14,0.9642857142857144,-0.458009947262905,0.0078458599999997,0.0085221915259694,COC(C)(C)OC,0.9950309130061754,0.352496905988346,1.3813103288732322,0.3881108486486865,0.0,6495.0,HEWZVZIVELJPQZ,CHEMBL3184215,7.0,True,ChEMBL,
15,0.468695652173913,0.0356514854618166,0.0069518100000003,0.0102042707179634,CC[C@H](N)C(=O)O,4.667771563058466,1.1368111784882704,6.256708203991996,4.573079685113652,1.9315565047581664,6657.0,QWCKQJZIFLGMSD,,7.0,False,,6.0
16,0.7888947646747752,1.1100910743332697,0.0057682800000016,0.0086317286480266,CCC(CC)CO,1.489192242939268,0.4639054448795414,2.319743910917937,1.06552400193759,0.6474703332085192,7358.0,TZYRSLHNPKPEFV,CHEMBL3181836,7.0,True,ChEMBL,
17,0.9578947368421054,-0.0805041457675296,0.0062286,0.0101484844200285,CCC(C=O)CC,2.4172586340828985,0.560279692796886,3.070610006811624,0.7737488811128699,0.0,7359.0,UNNGUFMVYQJGTD,CHEMBL273782,7.0,True,ChEMBL,
18,0.965034965034965,-0.3128154082262221,0.006338809999999,0.0117262266400075,OC[C@H]1CCCO1,2.18439532578546,0.7405881036555115,3.380657815771749,1.200556758516053,0.0,7360.0,BSYVTEYKTMYBMK,CHEMBL2287521,7.0,True,ChEMBL,
19,0.9002191357030066,3.8397484082229054,0.0071964100000023,0.0114484896839712,CCC[C@@H](C)CO,2.303804960445333,0.4816465531295254,2.8229100125874504,0.6227542454960444,0.0074949719095849,7745.0,PFNHSEQQEPMLNI,CHEMBL1569610,7.0,True,ChEMBL,
20,0.8762999452654625,0.1518071166911629,0.0071374500000018,0.010225055382989,C#C[C@@H](O)CCC,1.667473870662775,0.5639233185110406,2.092692751977561,0.5944717527074109,0.1111625380785267,7746.0,LTFTWJYRQNTCHI,,7.0,False,,7.0
21,0.4581280788177339,0.1808460244984994,0.0027139300000023,0.0026683565259872,CCOC(=O)CC,1.2943779457395976,0.4556845008243451,1.8445575557818576,1.2933680011400384,0.0626262805160735,7749.0,FKRCODPIKNYEAC,,7.0,False,,8.0
22,0.9272727272727276,-0.3418543160335587,0.0061053000000015,0.007332916868961,C=COC(=O)CC,1.3653662328742655,0.8139221387858024,2.453598753594898,1.3643008993413193,0.0,7750.0,UIWXSTHGICQLQT,,7.0,False,,9.0
23,0.5499999999999999,-0.3999321316482319,0.0029085499999972,0.0022346059619735,CCOC(=O)NC,0.8698144406936024,0.4784744902488822,0.8126832392776949,0.4718286555151157,0.3633128808645699,7752.0,SURZCVYFPAXNGN,CHEMBL1232511,7.0,True,ChEMBL,
24,0.8714285714285712,-0.2256986848042124,0.0065539999999977,0.0084740746140141,CC(C)CC(C)C,0.9372598825863464,0.4130044868687662,1.6905570824221448,0.9365285810787654,0.1974234819631391,7907.0,BZHMBWZPUJHVEE,,7.0,False,,10.0
25,0.6168498168498168,1.197207797755279,0.0075328900000002,0.0092771355990066,CC(C)C[C@@H](C)N,2.3377509293761563,0.7465374556625015,2.210657758264882,0.7748507007682,0.0,7908.0,UNBMPKNTYKDYCG,,7.0,False,,11.0
26,1.0,-0.5741655784922512,0.0038504900000013,0.0017401352420165,NC(=O)CC(N)=O,0.7787829594684297,0.5191886396828048,1.324268714183056,0.5460934038018962,0.0,7911.0,WRIRWRKPLXCTFD,,7.0,False,,12.0
27,0.6833333333333333,-0.3999321316482319,0.006734950000002,0.0084147706099884,CC(C)NC(C)C,1.3306074378705404,0.8875613686242236,2.3237665298638666,1.168081241543185,1.473168353883774,7912.0,UAOMVDZJSHZZME,,7.0,True,random test from PC9,13.0
28,0.7181818181818183,-0.3418543160335587,0.006969429999998,0.0149627387209534,CC(C)OC(C)C,3.6609070728743376,1.5526047785132548,5.414977515486763,1.756926882861267,1.5716409868879817,7914.0,ZAFNJMIOTHYJRJ,CHEMBL3185565,7.0,True,ChEMBL,
29,-0.3714285714285715,-0.4870488550702415,0.0012906199999989,0.0037349134680084,CC(=O)OC(C)C,1.5322748055554172,0.99133286418504,2.488179727808595,0.9571004869892534,2.079451390516732,7915.0,JMMWKPVZQRWMSS,CHEMBL1608674,7.0,True,ChEMBL,
30,0.0857142857142857,-0.4870488550702415,0.0019386000000025,0.0039789851819591,C=C(C)OC(C)=O,1.0169010552879456,0.7894031719700318,1.8854888238309493,1.0161076133810063,1.0669162651687207,7916.0,HETCEOQFVDFGSY,CHEMBL1385681,7.0,True,ChEMBL,
31,0.6764705882352942,-0.1966597769968759,0.0091497199999999,0.0149700502109908,NC1CCCCC1,3.380172145754102,1.4402395632274274,5.923406932622253,3.37753475029173,0.3310287394508259,7965.0,PAFZNILMFXTMIY,,7.0,False,,14.0
32,0.7911764705882354,-0.1966597769968759,0.0088636699999966,0.012832469009993,OC1CCCCC1,2.7785774021046734,1.1597952187811051,3.279644303174565,1.7858502602571331,0.0,7966.0,HPXRVTGHNJAIIH,CHEMBL32010,7.0,True,ChEMBL,
33,0.6970588235294117,-0.1966597769968759,0.0090405000000011,0.0130832082890037,C[C@H]1CCCCN1,4.024843055624686,1.1735725362644862,5.522676785734413,4.021702652586718,1.085859406557526,7974.0,NNWUEBIEOFQMSS,,7.0,True,random test from PC9,15.0
34,0.9064039408866992,0.1808460244984994,0.003666410000001,0.0067854715530302,C=CCCC(C)=O,1.1384529109319177,0.4790872324012338,1.9649857885400013,0.8703414947765622,0.0,7989.0,RNDVGJZUHCKENF,,7.0,False,,16.0
35,0.8700980392156864,-0.1676208691895393,0.0039857800000007,0.0035118332900196,CCC#C[C@@H](C)O,0.2350785608070396,0.185165440988257,0.401646765201189,0.1794713095310127,0.0153208292464404,7990.0,IFCAMPHNVKBSTF,,7.0,False,,17.0
36,0.864935064935065,-0.051465237960193,0.0028475300000003,0.0069773370360053,CCCCC(=O)O,1.870131702394957,0.4292372979950294,2.5914952131634736,0.7397737533017774,0.0,7991.0,NQPDZGIKBAWPEJ,,7.0,False,,18.0
